EXPMUESTRA;BIG4;ACTIVOS;UTILIDAD;VTAS;PAT;RAMA
5;1;13024869,54;259354,7;20527559,95;4300090,24;Z
5;1;14131135,9;19782,11;12875286,9;3696220,8;Z
9;1;14334751,5;0;14245302,2;3648377,19;Z
15;0;87257335,4;951287,74;9175930,01;817220,52;G
25;1;12204911,5;491769,04;13571308,5;6286844,32;A
26;1;14619433,7;802983,33;14571014,7;6349932,33;A
30;1;14411875,1;521818,72;18234481,6;6631351,91;A
36;1;14619433,7;802983,33;14571014,7;6349932,33;A
38;1;14619433,7;802983,33;14571014,7;6349932,33;C
41;1;14725223,75;489965,58;13266233,93;4916269,96;H
45;0;2344640,93;74700,04;785761,61;1428021,39;G
46;0;2375412,86;132684,71;758532,07;1548618,39;C
47;1;14725223,75;489965,58;13266233,93;4916269,96;G
55;0;2375412,86;132684,71;758532,07;1548618,39;G
57;1;14725223,75;489965,58;13266233,93;4916269,96;G
61;0;1436800,55;0;24,16;1024766,19;G
66;1;53145721,1;4397836,04;60772346,1;25641854,8;Z
69;1;18728463,2;215688,61;14936912,6;6175195,45;C
76;1;14707378,6;429537,47;18131553,4;5880652,72;I
77;1;15386019,6;326539,26;16213045,1;5977077,31;M
78;0;3086656,28;105017,97;2814504,17;1107217,81;G
81;1;2191594,19;395574,14;13558068,03;778912,27;G
81;0;3006480,62;0;2084613,71;1559605,44;G
84;1;50748475,1;3018030,84;70843221,5;26327944,7;G
85;1;73315617,6;7522758,74;191474543,8;39382529,26;G
87;1;100611626;10049708,1;179806332;57462883,1;G
93;1;85320204,6;8439230,45;205221095,1;47728414,8;L
97;0;4716773,73;974994,45;6468306,5;3280644,79;F
99;0;4992207,96;801900,6;6302467,94;3150446,38;G
104;1;100611626;10049708,1;179806332;57462883,1;G
109;1;31107122,9;1343042,91;33550601,1;8456656,57;G
114;0;3696788,9;299618,36;4406966,61;2706113,75;B
115;1;22150221,53;1174771,46;45937638,39;8107947,62;G
117;0;3157513,15;257614,23;4795913,58;2345616,45;G
117;0;3199766,03;264761,28;4401690,48;2483338,16;G
119;0;3199766,03;264761,28;4401690,48;2483338,16;Z
121;1;22150221,53;1174771,46;45937638,39;8107947,62;G
128;0;3482258,62;273832,62;4074323,74;2576516,96;G
130;1;22150221,53;1174771,46;45937638,39;8107947,62;G
137;0;3199766,03;264761,28;4401690,48;2483338,16;L
140;1;95065924,7;0;46702287,6;79015600,7;C
143;1;99546380,7;11546010,6;55307698,8;81762775,7;C
148;1;101055978;9238597,5;59475426,8;84260865,6;C
152;1;95065924,7;0;46702287,6;79015600,7;Q
157;0;5307671,74;0;4564748,8;1342881,18;Q
168;1;60050958;7481244,77;121264186;29783518,4;G
169;1;56452383,66;6979046,65;166522373,5;30126867,81;G
178;1;65598409,7;8232689,65;157099554;31370916,8;F
179;0;32088706;358260,65;6102174,05;8132996,61;G
180;1;56452383,66;6979046,65;166522373,5;30126867,81;G
181;0;3287158,79;585201,03;5193350,18;1234488,09;C
186;1;65598409,7;8232689,65;157099554;31370916,8;G
188;1;65598409,7;8232689,65;157099554;31370916,8;G
189;0;4717121,31;48477,5;2661045,34;682101,94;C
190;1;56452383,66;6979046,65;166522373,5;30126867,81;G
191;0;2473915,62;0;2756280,23;91467,26;G
191;0;2472692,3;0;2786636,64;198190,01;G
195;1;140945939,2;24705567,21;238760856,8;102668333,5;G
195;1;213173530;40544158,1;267613466;168342798;G
198;1;167376206;42541146,2;273030988;123351134;L
200;1;140945939,2;24705567,21;238760856,8;102668333,5;J
205;0;1527467,56;2138,66;164840,58;1423038,68;G
206;0;1568692,93;5947,67;79884,99;1422130,36;G
208;1;140945939,2;24705567,21;238760856,8;102668333,5;A
212;1;140945939,2;24705567,21;238760856,8;102668333,5;A
214;1;140945939,2;24705567,21;238760856,8;102668333,5;G
220;1;76739161,39;6551753,73;35309564,07;61844918,79;A
221;1;76739161,39;6551753,73;35309564,07;61844918,79;Z
227;1;76739161,39;6551753,73;35309564,07;61844918,79;G
233;1;76739161,39;6551753,73;35309564,07;61844918,79;G
235;1;92793116,8;3257253,29;36160040,7;75881765,8;G
239;1;91569751,1;3520628,55;39586468,4;74356590,4;G
245;1;76739161,39;6551753,73;35309564,07;61844918,79;I
245;0;4565912,75;338891,86;2620324,56;3443058,63;I
249;0;4626748,28;189588,24;2682228,58;2958385,14;A
251;1;76739161,39;6551753,73;35309564,07;61844918,79;#N/A
255;1;76739161,39;6551753,73;35309564,07;61844918,79;#N/A
264;0;3147369,67;211742,78;3340106,61;1057750,17;#N/A
274;1;76739161,39;6551753,73;35309564,07;61844918,79;#N/A
278;1;76739161,39;6551753,73;35309564,07;61844918,79;#N/A
278;0;3313219,99;476282,75;3733448,49;1313540,75;#N/A
295;1;76739161,39;6551753,73;35309564,07;61844918,79;#N/A
297;1;76739161,39;6551753,73;35309564,07;61844918,79;#N/A
302;0;3191178,69;363745,09;3133916,65;989181,36;#N/A
304;0;3480455,06;464242;7283649,77;1305733,82;C
305;0;3046125,97;652114,4;6946396,36;1060610,03;#N/A
306;0;2310700,62;149228,14;5450174,66;916127,95;#N/A
307;1;51475711,96;4448360,58;86501253,13;25605751,8;C
307;1;55996406,09;5562058,92;92051049,1;31303094,31;C
310;1;58717243,5;8099846,79;85779627,6;36707098,2;#N/A
312;1;58717243,5;8099846,79;85779627,6;36707098,2;#N/A
316;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
319;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
320;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
324;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
329;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
332;1;52145754,8;4677853,84;77922236,2;34749464,4;#N/A
333;1;55239770,7;2004797,36;72409838,2;32134163,9;#N/A
334;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
336;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
337;1;58717243,5;8099846,79;85779627,6;36707098,2;#N/A
340;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
343;1;55996406,09;5562058,92;92051049,1;31303094,31;M
344;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
344;1;58717243,5;8099846,79;85779627,6;36707098,2;#N/A
346;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
351;1;55996406,09;5562058,92;92051049,1;31303094,31;#N/A
351;1;58717243,5;8099846,79;85779627,6;36707098,2;#N/A
352;1;53007128,9;3403898,12;77617381,8;30028653,1;#N/A
358;1;6961837,2;312926,9;12590591,68;4193266,25;#N/A
373;1;60301979,07;3129310,3;125857094,9;28685529,83;#N/A
379;0;1190677,88;0;2643100,33;1167867,53;#N/A
381;1;60301979,07;3129310,3;125857094,9;28685529,83;#N/A
381;0;1190677,88;0;2643100,33;1167867,53;#N/A
382;1;60301979,07;3129310,3;125857094,9;28685529,83;#N/A
382;0;1322834,67;18190,81;3384279,07;1174940,18;#N/A
387;1;1342992261;221494932;1989012100;1013208037;#N/A
392;1;1159559014;132656094,7;1755908806;858659083;#N/A
392;0;11422390,8;0;3059135,09;10380090,9;#N/A
394;0;1124023,65;7985,02;1213656,49;469298,42;G
397;1;1159559014;132656094,7;1755908806;858659083;#N/A
398;0;1060741,83;176995,02;190000;1055405,55;#N/A
398;0;1060741,83;176995,02;190000;1055405,55;#N/A
411;1;63769941,4;301101,77;14699284,4;1208432,94;#N/A
415;0;59282313,8;0;5739870,39;11875954,7;#N/A
418;0;47774776,19;-1272207,69;7799363,43;1213549,33;L
420;0;59282313,8;0;5739870,39;11875954,7;#N/A
430;0;47774776,19;-1272207,69;7799363,43;1213549,33;#N/A
430;1;63769941,4;301101,77;14699284,4;1208432,94;#N/A
431;0;59282313,8;0;5739870,39;11875954,7;#N/A
434;0;47774776,19;-1272207,69;7799363,43;1213549,33;#N/A
435;0;59282313,8;0;5739870,39;11875954,7;#N/A
436;1;51999439,27;1065681,73;53862681,39;32585203,71;C
437;0;51453730,48;-1365897,53;52100449,11;29788928,25;C
446;0;16248245,9;1133848,02;6080901,64;12211303;C
447;0;10296582,8;0;7343899,21;1293112,29;#N/A
449;0;16284089,7;1111194,76;5061371,99;13350753,3;M
465;1;32596231,86;1644293,76;74662305,48;14477367,72;G
465;1;37036825,63;1400731,33;78354645,41;15233735,86;G
466;1;37192116,9;1763181,7;57604897,2;15198262,3;#N/A
468;1;37036825,63;1400731,33;78354645,41;15233735,86;#N/A
469;0;173682314,2;602149,71;47968267,96;149356357,5;D
476;1;726244091,4;17601085,84;315532147,7;423605449,1;D
479;1;128337043;133442,87;39062253,6;100883068;#N/A
482;1;38539995,3;625784,68;61457805,3;15354840,9;#N/A
484;0;111944616,7;-5495281,77;29977778,02;86670491,98;#N/A
490;1;31669180,3;1700407,84;76199032,2;10388142,4;G
495;1;18668472,03;1625034,51;58054341,07;9929283,11;#N/A
510;1;18668472,03;1625034,51;58054341,07;9929283,11;#N/A
513;1;18668472,03;1625034,51;58054341,07;9929283,11;#N/A
515;1;18668472,03;1625034,51;58054341,07;9929283,11;#N/A
518;0;1149394,08;0;17153,74;959841,18;C
522;1;18668472,03;1625034,51;58054341,07;9929283,11;C
526;1;18668472,03;1625034,51;58054341,07;9929283,11;#N/A
531;1;31669180,3;1700407,84;76199032,2;10388142,4;#N/A
532;1;18668472,03;1625034,51;58054341,07;9929283,11;#N/A
532;1;31669180,3;1700407,84;76199032,2;10388142,4;#N/A
533;1;85288868,89;3787804,34;61465289,41;31230726,49;C
541;1;102248979,3;5105879,1;72516755,84;34817971,64;C
541;0;1432367,1;91943,02;1951932,57;383137,51;C
542;0;1337061,11;198922,2;2713915,58;508028,88;#N/A
546;1;102248979,3;5105879,1;72516755,84;34817971,64;#N/A
546;0;1432367,1;91943,02;1951932,57;383137,51;#N/A
550;0;5326580,51;1558924,73;7199802,65;2671965,06;C
552;0;10094603,21;554277,54;7675643,07;8324578,85;#N/A
553;0;9937403,53;407313,88;5723117,41;8514523,18;#N/A
553;0;9431084,71;95387,78;3698112,37;8633022,45;#N/A
560;1;15958243,3;5696756,49;29570405;11991571,3;G
561;1;14472621,21;2744761,79;24469389,28;6519328,25;#N/A
561;1;15958243,3;5696756,49;29570405;11991571,3;#N/A
574;0;6869947,05;67382,3;7209664,2;1675959,79;#N/A
574;0;6692280,52;0;7556990,68;1665028,88;#N/A
575;0;6869947,05;67382,3;7209664,2;1675959,79;#N/A
576;0;6738892,15;913994,15;8193228,16;2246932,04;#N/A
578;0;6869947,05;67382,3;7209664,2;1675959,79;#N/A
584;1;43346547,3;2551661,99;16775378,1;38314431,6;#N/A
593;0;1448787,49;0;439059,48;334634,72;#N/A
596;1;43383860,37;2174310,55;15994120,48;37797222,21;#N/A
597;1;43383860,37;2174310,55;15994120,48;37797222,21;G
602;0;1418914,47;63520,47;657517,28;398155,19;#N/A
605;1;32425674,6;0;100288933;4652233,32;#N/A
621;1;6911297,41;1457798,84;13166376,87;4973467,87;#N/A
622;1;5784252,22;2342727;13338437,7;4618788,29;C
626;1;6911297,41;1457798,84;13166376,87;4973467,87;#N/A
626;1;5488871,63;711246,43;13370518,1;4007879,07;#N/A
638;1;69125804,06;8222388,79;86348948,84;51231495,26;C
641;1;69125804,06;8222388,79;86348948,84;51231495,26;C
644;0;3800620,48;49760,99;7426941;692848,88;#N/A
648;0;1964372,31;0;2363235,73;975853,21;C
649;0;1804988,35;0;2454864;1081246,27;L
657;0;12300886,1;10704,07;8675202,46;3596615,08;#N/A
660;1;10498148,33;187633,45;10780032,66;4183867,08;#N/A
661;1;10498148,33;187633,45;10780032,66;4183867,08;#N/A
665;1;10498148,33;187633,45;10780032,66;4183867,08;#N/A
669;0;11015635,4;317661,88;9684476,58;4108768,57;#N/A
677;1;193385849;0;165984249;73560332,4;C
681;1;202435791;5945718,63;211427375;76937310,7;#N/A
684;1;19249016,1;360506,51;12960164,8;10328240,4;#N/A
698;1;19249016,1;360506,51;12960164,8;10328240,4;#N/A
700;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
701;1;19249016,1;360506,51;12960164,8;10328240,4;#N/A
702;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
704;1;18744824;79256,16;14496738,7;10180603,9;L
707;1;18904907,2;84965,75;13031835,1;10335776,4;#N/A
709;1;18904907,2;84965,75;13031835,1;10335776,4;#N/A
717;1;18904907,2;84965,75;13031835,1;10335776,4;#N/A
718;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
719;0;1659312,76;0;115028,49;1619953,03;G
722;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
726;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
732;0;1659312,76;0;115028,49;1619953,03;#N/A
732;1;19249016,1;360506,51;12960164,8;10328240,4;#N/A
734;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
734;0;1659312,76;0;115028,49;1619953,03;#N/A
734;1;19249016,1;360506,51;12960164,8;10328240,4;#N/A
739;0;1753132,54;0;3455561,26;125488,11;#N/A
741;1;18169330,83;471795,87;13145835,37;10619253,73;#N/A
744;1;317626035;25499786,6;455798783;106017887;G
747;1;317626035;25499786,6;455798783;106017887;#N/A
751;1;285314856,7;9368349,08;473065420;97421300,82;#N/A
751;1;331300192;24397807,5;468113422;105298566;#N/A
754;0;143934431,1;-2653968,23;37919794,02;112860411,7;#N/A
762;0;143934431,1;-2653968,23;37919794,02;112860411,7;A
767;1;46982020,8;1154492,48;46008637,1;22059786;C
773;0;23016611,43;3872683,21;41522265,3;16308954,04;C
774;1;28145322,6;5408112,74;40197416,4;19708694,7;#N/A
777;1;28145322,6;5408112,74;40197416,4;19708694,7;#N/A
778;1;24646953,55;2823239,51;42836225,35;17315901,54;G
779;1;31883383,6;6559978,68;45775491,9;20872646,6;C
780;1;24646953,55;2823239,51;42836225,35;17315901,54;#N/A
780;1;26613778;5510866,32;42239393,4;18802200,9;#N/A
784;1;24646953,55;2823239,51;42836225,35;17315901,54;#N/A
787;1;24646953,55;2823239,51;42836225,35;17315901,54;#N/A
788;1;24646953,55;2823239,51;42836225,35;17315901,54;#N/A
791;1;31883383,6;6559978,68;45775491,9;20872646,6;#N/A
792;1;26613778;5510866,32;42239393,4;18802200,9;#N/A
792;1;32600236,8;5696045,17;42548179,5;20946901,8;#N/A
793;1;31883383,6;6559978,68;45775491,9;20872646,6;#N/A
797;1;10569331,87;227672,73;11924211,7;3857100,38;#N/A
801;1;12065084,7;0;11480026,5;4543696,35;F
805;1;12065084,7;0;11480026,5;4543696,35;#N/A
806;1;10569331,87;227672,73;11924211,7;3857100,38;G
809;0;5971397,61;143226,2;5345286,43;365576,77;#N/A
810;1;10569331,87;227672,73;11924211,7;3857100,38;#N/A
816;0;3109641,78;30826,83;2936567,03;189742,46;#N/A
817;1;10569331,87;227672,73;11924211,7;3857100,38;#N/A
819;1;10569331,87;227672,73;11924211,7;3857100,38;#N/A
821;0;1641633,36;3232,5;1703987,78;259504,97;#N/A
826;1;10569331,87;227672,73;11924211,7;3857100,38;#N/A
831;0;3512262,85;260137,2;8906156,58;1564971,93;C
832;0;3481016,41;13654,16;8576833,03;1517868,21;#N/A
838;1;24370018,2;0;19474185,9;15458927,2;#N/A
838;1;23966280,8;0;18668143,4;13899413,4;#N/A
848;1;25941609,38;970506,59;18778113,04;17596500,54;#N/A
850;1;24370018,2;0;19474185,9;15458927,2;#N/A
851;1;25941609,38;970506,59;18778113,04;17596500,54;G
855;1;25941609,38;970506,59;18778113,04;17596500,54;#N/A
858;1;25941609,38;970506,59;18778113,04;17596500,54;#N/A
861;0;1807008,45;157333,33;3523556,87;507317,38;#N/A
865;1;20591617,9;185331,27;39346356,6;10934765,8;G
867;1;22960227,94;1143783,95;46359120,86;11208249,86;#N/A
870;1;21639044,6;1687858,06;43851052,1;11503255,9;#N/A
871;1;21639044,6;1687858,06;43851052,1;11503255,9;#N/A
873;1;107518263,4;3841804,56;136741932,3;51203163,78;#N/A
873;1;107272923;7829353,82;139361695;54212807,8;#N/A
874;1;107518263,4;3841804,56;136741932,3;51203163,78;C
877;0;9752289,75;733249,74;11750203,78;7716715,53;C
884;1;22197990,3;133100,67;13412357,9;12082695,5;#N/A
890;0;19298803,39;-30435,82;6829899,32;7038018,44;#N/A
891;0;19298803,39;-30435,82;6829899,32;7038018,44;#N/A
893;0;19298803,39;-30435,82;6829899,32;7038018,44;#N/A
896;0;7924433,07;0;526236,55;7063260,03;#N/A
908;0;8644723,79;0;698011,4;7922556,75;#N/A
909;0;10179113,8;0;8943584,77;4256038,27;#N/A
913;0;10179113,8;0;8943584,77;4256038,27;#N/A
915;0;8644723,79;0;698011,4;7922556,75;#N/A
919;0;5407029,71;0;1598836,88;4288839,4;#N/A
922;0;12959910,77;-585013,26;10618709,32;5938193,09;G
922;0;5407029,71;0;1598836,88;4288839,4;G
923;0;12959910,77;-585013,26;10618709,32;5938193,09;#N/A
923;0;4741874,6;97227,07;1921483,45;3721711,15;#N/A
925;1;60078674,5;10240738,29;159897367,1;18961839,13;G
930;1;93545754,6;3135703,72;89970524;32104830;#N/A
935;1;81036313,16;11080166,44;142043815,9;26663780,97;#N/A
936;1;81036313,16;11080166,44;142043815,9;26663780,97;#N/A
942;1;81036313,16;11080166,44;142043815,9;26663780,97;#N/A
943;1;93545754,6;3135703,72;89970524;32104830;#N/A
943;0;4820715,95;221988,29;2098795,7;4451327,57;#N/A
946;1;81036313,16;11080166,44;142043815,9;26663780,97;#N/A
957;0;15187850,4;268725,41;6977632,97;3750632,41;C
958;1;81036313,16;11080166,44;142043815,9;26663780,97;F
965;0;19185326,8;208300,48;9076759,1;12025652,2;#N/A
967;1;19000521,21;698362,56;14678169,9;11360532,54;#N/A
969;0;19185326,8;208300,48;9076759,1;12025652,2;#N/A
976;1;19512189,3;1214873,62;13768682,7;11884984,1;#N/A
978;0;19769493,5;378786,14;8992297,45;12205121,5;#N/A
983;1;19000521,21;698362,56;14678169,9;11360532,54;F
984;1;13335656,4;466733,43;39174528,1;3681383,82;G
987;0;11002788,57;-142495,8;33409162,63;3276665,06;#N/A
989;0;11002788,57;-142495,8;33409162,63;3276665,06;#N/A
994;1;13335656,4;466733,43;39174528,1;3681383,82;#N/A
1011;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1019;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1022;1;17980233,8;2224387,82;26041047;9378336,9;#N/A
1023;1;13731442;746867,05;26156983,3;8267641,5;#N/A
1027;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1027;1;14948686,5;666474,6;21987166,7;9499474,01;#N/A
1028;1;17980233,8;2224387,82;26041047;9378336,9;#N/A
1030;1;14262931;1040339,76;25431166,6;8331257,72;#N/A
1032;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1033;1;15655358,56;1107762,41;28311097,34;7894021,65;L
1039;0;1685478,2;68474,16;194645,16;850051,82;G
1039;1;14948686,5;666474,6;21987166,7;9499474,01;G
1041;0;1685478,2;68474,16;194645,16;850051,82;#N/A
1043;1;14948686,5;666474,6;21987166,7;9499474,01;#N/A
1045;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1046;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1047;0;1685478,2;68474,16;194645,16;850051,82;#N/A
1053;0;1685478,2;68474,16;194645,16;850051,82;#N/A
1053;0;2944931,87;94008,89;220445,21;998674,38;#N/A
1055;1;15655358,56;1107762,41;28311097,34;7894021,65;#N/A
1058;0;29999946,46;-1228578,37;16312335,51;20308299,94;#N/A
1068;1;156070461;2981618,04;79872030,9;71771509,9;R
1071;0;5000370,69;120894,05;8959251,89;574697,36;G
1073;0;5000370,69;120894,05;8959251,89;574697,36;#N/A
1074;0;4103800,31;0;5695916,5;-94703,98;#N/A
1077;0;4103800,31;0;5695916,5;-94703,98;#N/A
1080;0;5000370,69;120894,05;8959251,89;574697,36;C
1084;0;5000370,69;120894,05;8959251,89;574697,36;N
1086;0;5000370,69;120894,05;8959251,89;574697,36;#N/A
1088;1;226395214;8492906,49;257685040;59472240,1;C
1090;1;214821530;9921616,71;280989664;65287548,3;#N/A
1096;1;214821530;9921616,71;280989664;65287548,3;H
1099;1;214638362;0;235278539;54783186,1;#N/A
1101;1;32388047,53;1519523,86;32390717,66;11601349,39;C
1104;1;32388047,53;1519523,86;32390717,66;11601349,39;#N/A
1105;1;27529022,4;0;28874858,6;9529138,35;#N/A
1114;1;32388047,53;1519523,86;32390717,66;11601349,39;#N/A
1116;1;32388047,53;1519523,86;32390717,66;11601349,39;#N/A
1118;1;9165698,91;604013;8922617,2;5060076,77;C
1118;0;8668090,88;201989,42;7259361,38;5259997,75;C
1119;0;8830904,68;627006,19;8473140,46;5643554,96;#N/A
1120;0;6189673,78;362174,9;6433206,72;4218451,05;#N/A
1122;0;20674212,5;684650,44;2856811,64;17857549,6;#N/A
1125;0;21296686,2;1059361,97;2110100,88;20080864,9;#N/A
1126;0;8830904,68;627006,19;8473140,46;5643554,96;#N/A
1129;0;8830904,68;627006,19;8473140,46;5643554,96;#N/A
1131;0;17883758,2;53586,93;1692058,04;14748460,9;#N/A
1131;0;20674212,5;684650,44;2856811,64;17857549,6;#N/A
1136;1;277260255;0;97453286,6;214362452;D
1136;1;298836048;0;106099096;224430319;D
1142;1;19901796,9;0;24930577,8;2219467,73;#N/A
1146;1;16708941,5;2516636,51;17283208,92;13537886,19;#N/A
1149;1;26084347,2;5352268,86;24763667,1;19888596,1;C
1149;1;26084347,2;5352268,86;24763667,1;19888596,1;C
1152;1;16708941,5;2516636,51;17283208,92;13537886,19;#N/A
1152;1;26084347,2;5352268,86;24763667,1;19888596,1;#N/A
1160;1;26084347,2;5352268,86;24763667,1;19888596,1;#N/A
1161;1;16708941,5;2516636,51;17283208,92;13537886,19;#N/A
1163;1;18727197,09;7202929,24;49663109,26;10210253;G
1164;1;18727197,09;7202929,24;49663109,26;10210253;N
1164;1;21671898,9;7180402,99;48722307,8;14694235,3;N
1174;1;18727197,09;7202929,24;49663109,26;10210253;#N/A
1178;1;18727197,09;7202929,24;49663109,26;10210253;#N/A
1179;1;22636233,4;13787212,6;57239985,4;13000042,1;#N/A
1180;1;18727197,09;7202929,24;49663109,26;10210253;#N/A
1186;1;22636233,4;13787212,6;57239985,4;13000042,1;#N/A
1198;1;18473584,2;2939710,86;40389634,5;12437175,5;#N/A
1201;1;77871655,4;8909871,13;113532967;34170893,8;#N/A
1210;1;81090736,78;3683112,1;111506950,2;30675088,01;#N/A
1211;1;81090736,78;3683112,1;111506950,2;30675088,01;#N/A
1225;1;81090736,78;3683112,1;111506950,2;30675088,01;#N/A
1234;1;81090736,78;3683112,1;111506950,2;30675088,01;#N/A
1241;1;81090736,78;3683112,1;111506950,2;30675088,01;#N/A
1248;0;7064423,15;91398,65;2631346,98;2184973,85;M
1251;0;2767706,01;833407,79;3424663,79;2098846,34;#N/A
1252;0;7064423,15;91398,65;2631346,98;2184973,85;#N/A
1253;0;2936287,18;-185254,85;5307253;403432,99;G
1256;0;3885023,11;34617,65;6201427,19;519147,54;#N/A
1263;0;4630254,77;0;6687507,12;1128282,81;#N/A
1265;0;3885023,11;34617,65;6201427,19;519147,54;L
1268;1;17485133,83;376993,35;27752253,74;9403082,18;G
1274;1;17870823,7;213816,42;20165557,1;13661057,9;#N/A
1275;1;18158914,7;0;16237326,4;13500496,3;#N/A
1278;1;17485133,83;376993,35;27752253,74;9403082,18;A
1280;1;20542902,8;341010,35;27953954,4;14011085,5;#N/A
1281;1;17485133,83;376993,35;27752253,74;9403082,18;#N/A
1282;1;17485133,83;376993,35;27752253,74;9403082,18;#N/A
1284;1;17870823,7;213816,42;20165557,1;13661057,9;H
1288;1;20542902,8;341010,35;27953954,4;14011085,5;#N/A
1296;0;3648142,01;301273,37;3541130,4;2089048,4;#N/A
1298;1;41904297,95;9507577,91;40932329,79;22212069,02;#N/A
1303;1;33189959,3;0;10065908,1;26046260,5;M
1303;0;3648142,01;301273,37;3541130,4;2089048,4;M
1309;1;41904297,95;9507577,91;40932329,79;22212069,02;#N/A
1315;1;11367180,03;938161,64;19392840,2;6088964,53;#N/A
1318;1;11367180,03;938161,64;19392840,2;6088964,53;G
1321;1;11367180,03;938161,64;19392840,2;6088964,53;#N/A
1321;1;9437900,73;2468870,19;12821714,9;2411673,35;#N/A
1323;1;11367180,03;938161,64;19392840,2;6088964,53;H
1324;0;10425192,4;746147,4;4786941,02;9562060,24;A
1327;0;10874426,3;1022313,83;5802287,81;9941152,71;#N/A
1327;0;10874426,3;1022313,83;5802287,81;9941152,71;#N/A
1333;0;4386158,89;0;28671,05;3965821,46;#N/A
1335;0;9965746,25;837061,14;6897385,77;8909184,76;I
1342;0;9965746,25;837061,14;6897385,77;8909184,76;A
1344;0;5298410,09;455955,47;3263458,46;4763138,21;#N/A
1345;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1346;0;4386158,89;0;28671,05;3965821,46;#N/A
1348;0;4386158,89;0;28671,05;3965821,46;#N/A
1351;0;4861666,06;0;3504555,81;4390788,75;I
1354;0;4523879,4;0;136224,95;4051838,16;F
1355;0;4523879,4;0;136224,95;4051838,16;G
1357;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1360;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1363;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1364;0;9965746,25;837061,14;6897385,77;8909184,76;M
1364;0;5298410,09;455955,47;3263458,46;4763138,21;M
1366;0;4386158,89;0;28671,05;3965821,46;N
1371;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1374;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1375;0;5298410,09;455955,47;3263458,46;4763138,21;#N/A
1381;0;9965746,25;837061,14;6897385,77;8909184,76;L
1382;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1384;0;9965746,25;837061,14;6897385,77;8909184,76;#N/A
1386;0;21874392,2;2421596,18;8443279,89;15983985,6;#N/A
1390;0;21518837,85;1518638,62;8082134,52;15845536,4;L
1390;0;24086096,7;2332222,49;8609627,27;17387242,6;L
1394;0;24379227,4;2803939,16;9163666,26;17080515,3;#N/A
1394;0;24756858,2;2647643,23;8849516,87;17076459,4;#N/A
1395;0;21518837,85;1518638,62;8082134,52;15845536,4;#N/A
1407;1;30086964,2;2033053,07;24714016,2;22701405,5;#N/A
1409;1;29478611,5;2139600,52;25969775,6;22434228,3;#N/A
1409;1;29922780,1;734976,98;22061987,8;21733296,2;#N/A
1410;1;30086964,2;2033053,07;24714016,2;22701405,5;#N/A
1410;1;27644302,9;753854,39;20686369,9;20628137,3;#N/A
1411;1;27644302,9;753854,39;20686369,9;20628137,3;#N/A
1417;1;31511133,68;1522865,58;27016419,01;24575697,55;G
1420;1;29478611,5;2139600,52;25969775,6;22434228,3;#N/A
1423;1;132746876;18224701,9;136660253;87176127,2;#N/A
1424;1;3578711,37;364816,7;5284504,56;2219594,17;C
1425;0;4521912,24;843552,41;7696475,07;2473948,88;G
1426;0;5532425,58;939186,06;8538387,77;3272257,03;#N/A
1430;0;5532425,58;939186,06;8538387,77;3272257,03;I
1431;0;4015281,1;329070,69;6414917,57;2348664,86;I
1433;0;5480991,94;1853345,08;9150042,87;4007675,84;#N/A
1434;0;4015281,1;329070,69;6414917,57;2348664,86;#N/A
1434;1;6053643,94;2275980,86;10432434,3;4804916,5;#N/A
1435;0;4015281,1;329070,69;6414917,57;2348664,86;G
1437;0;4015281,1;329070,69;6414917,57;2348664,86;G
1450;0;208215522,7;-6992992,08;196123315,3;69501085,87;#N/A
1452;0;208215522,7;-6992992,08;196123315,3;69501085,87;#N/A
1453;1;109479460;2553488,33;113094540;65365330,7;#N/A
