EXPEDIENTE;TIPO;RAMA;CIUDAD;TAMAÑO;SECTOR;EMPLEADOS;ACTIVO;PATRIMONIO;VENTAS;UTILIDAD
145835;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;877080;877080;0;0
145984;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
146530;ANÓNIMA;B;TARIFA;MICROEMPRESA;SOCIETARIO;4;31446,43;800;0;0
146718;ANÓNIMA;K;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
146914;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
147028;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;500;500;0;0
147252;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
147302;ANÓNIMA;E;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
147559;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;200;200;0;0
147564;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;68602,4;830,8;0;0
147704;ANÓNIMA;H;SANTA LUCIA;MICROEMPRESA;SOCIETARIO;4;1285,46;630,79;0;0
148010;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;200;200;0;0
148074;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;200;200;0;0
148217;ANÓNIMA;H;NARANJITO;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
148277;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
148663;ANÓNIMA;H;GENERAL VILLAMIL (PLAYAS);MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
148685;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;123319,4;200;0;0
148782;RESPONSABILIDAD LIMITADA;G;SAN JACINTO DE YAGUACHI;MICROEMPRESA;SOCIETARIO;4;15583,38;2089,87;0;0
149347;ANÓNIMA;H;GUAYAQUIL;PEQUEÑA;SOCIETARIO;2;280;280;0;0
149434;ANÓNIMA;H;NARANJITO;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
149614;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
149644;ANÓNIMA;H;LOMAS DE SARGENTILLO;PEQUEÑA;SOCIETARIO;4;836;836;0;0
149758;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;0;0;0;0
160425;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;12476,84;6708,42;0;0
164616;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;200;200;0;0
164872;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10596,57;10596,57;0;0
165184;RESPONSABILIDAD LIMITADA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;400;400;0;0
165277;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;16812,51;14936,45;0;0
165322;ANÓNIMA;H;EL SALITRE (LAS RAMAS);MICROEMPRESA;SOCIETARIO;4;800;800;0;0
165823;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
166267;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;96314,88;78738,17;100;0
166353;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
166407;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;22032,91;12661,75;0;0
166690;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
166940;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;126290,62;15678,93;0;0
166941;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
167686;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;235352,2;7427,3;0;0
168018;ANÓNIMA;F;GUAYAQUIL;PEQUEÑA;SOCIETARIO;7;0;0;0;0
168463;ANÓNIMA;L;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;3;100800;800;0;0
168570;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;200;200;0;0
168918;ANÓNIMA;H;DAULE;MICROEMPRESA;SOCIETARIO;7;0;0;0;0
169311;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10000;10000;0;0
169327;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
170132;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;807,5;800;50;0
170404;ANÓNIMA;H;NARANJITO;PEQUEÑA;SOCIETARIO;15;0;0;0;0
170818;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
171653;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
171705;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;0;0;0;0
171843;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
172140;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
172230;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
172471;ANÓNIMA;D;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
172913;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1803,11;800;745,75;0
173386;ANÓNIMA;H;PEDRO CARBO;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
173412;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;3090,9;3090,9;0;0
173622;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
173788;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
173807;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
173871;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8412,15;8412,15;0;0
174073;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;546,23;546,23;0;0
174110;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
174127;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
174312;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
174714;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;239403,72;800;0;0
174726;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;156,92;37,07;0;0
174741;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
174903;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
174932;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;400;400;0;0
175437;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;92589,43;1045,58;0;0
175442;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;52835,01;2657,96;0;0
175670;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
175761;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
175819;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
176705;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
176919;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
177019;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8338,17;849,57;0;0
177035;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1500;800;500;0
177586;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;0;800;800;0;0
177929;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
178144;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
178147;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;4491,53;4491,53;0;0
178273;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;697,9;697,9;0;0
178772;ANÓNIMA;C;DAULE;MICROEMPRESA;SOCIETARIO;4;2664,76;1288,5;0;0
178837;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;15540,85;13389,46;0;0
179131;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
179259;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1396,3;500;0;0
179392;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
180197;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
180301;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;-5245,08;7838,51;0
180546;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;12500;12500;0;0
180547;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
180629;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;0;0;51218,95;0
180795;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
181053;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10000;10000;0;0
181217;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
181356;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
181463;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;447017,45;238416,72;42000;0
181510;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
181561;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10000;10000;0;0
181741;ANÓNIMA;S;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
182092;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
182458;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;189000;189000;0;0
182471;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;171000;800;0;0
182521;ANÓNIMA;R;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
182711;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
182848;ANÓNIMA;G;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;14;1258;1258;10;0
182887;ANÓNIMA;H;TARIFA;PEQUEÑA;SOCIETARIO;4;1000;1000;0;0
182911;RESPONSABILIDAD LIMITADA;N;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;5;10000;10000;0;0
183078;ANÓNIMA;G;GUAYAQUIL;PEQUEÑA;SOCIETARIO;6;68324,72;55784,52;219557,4;0
183316;ANÓNIMA;G;GUAYAQUIL;MEDIANA;SOCIETARIO;4;1133010,64;800;1772946,44;0
183318;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;914,99;836,11;0;0
183419;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
183425;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
183525;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
300675;ANÓNIMA;L;GUAYAQUIL;PEQUEÑA;SOCIETARIO;4;5674,59;2365,84;0;0
300688;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;973,2;956;0;0
301159;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;5000;5000;0;0
301261;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
301404;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;11390,78;10222,57;735;0
301536;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;153687,8;153687,8;0;0
301630;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;10470,5;0
301749;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
301924;RESPONSABILIDAD LIMITADA;E;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1341,1;1341,1;0;0
302077;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;4386,14;1128,1;9847,78;0
302224;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
302813;ANÓNIMA;N;MORRO;MICROEMPRESA;SOCIETARIO;5;0;0;0;0
303224;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;0;0;0;0
303428;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
303435;RESPONSABILIDAD LIMITADA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
303438;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
303901;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;400;400;0;0
304151;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10000;10000;0;0
304218;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;28761,61;800;35307,62;0
304866;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;10000;10000;0;0
304950;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
306041;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
306664;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
306790;RESPONSABILIDAD LIMITADA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;400;400;0;0
306953;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
307062;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
307291;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
307307;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;800;800;0;0
307900;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
308004;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
308156;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;1600;1600;0;0
308565;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
308682;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;10050;10000;0;0
308694;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
308761;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;8116,65;1000;0;0
309426;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
309432;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
309659;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;2000;2000;0;0
309763;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;17669,54;7989,26;33999,71;0
310250;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
310547;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
310708;RESPONSABILIDAD LIMITADA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;3200;400;10556,1;0
310817;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
310926;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2500;2500;0;0
310927;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
311249;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
311418;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;9;800;800;0;0
311576;ANÓNIMA;K;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
311789;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
311856;RESPONSABILIDAD LIMITADA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;1;1550;1000;0;0
312191;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
312269;ANÓNIMA;F;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
312428;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;800;800;0;0
312524;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
312595;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
700363;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;10535,25;6713,64;24353,23;0
700520;ANÓNIMA;Q;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
700663;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1215,59;1215,59;0;0
700933;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
700947;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
700982;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2259,06;985,22;0;0
701053;RESPONSABILIDAD LIMITADA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;400;400;0;0
701273;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
701375;ANÓNIMA;C;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;6;6495,09;800;4173,52;0
701529;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
701699;ANÓNIMA;A;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
701803;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
701830;ANÓNIMA;C;NARANJAL;MICROEMPRESA;SOCIETARIO;4;2500;2500;0;0
701885;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;1000;1000;0;0
702080;ANÓNIMA;C;GUAYAQUIL;PEQUEÑA;SOCIETARIO;3;622918,15;607426,83;185000;0
702301;RESPONSABILIDAD LIMITADA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2000;2000;0;0
702522;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
702649;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;950,2;950,2;0;0
702685;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
702755;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;5907,5;800;50;0
702831;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;10523,61;10523,61;0;0
703064;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
703323;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
703568;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;12997,57;12997,57;0;0
703652;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;509,91;-16910,47;0;0
703783;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3736,03;3736,03;0;0
704193;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;1006;1000;0;0
704203;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704210;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704337;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
704500;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704578;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
704582;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
704893;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
704991;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;2394,16;1251,43;0;0
705050;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
705087;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
705412;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
705468;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
705869;ANÓNIMA;P;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
705893;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
706568;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
706725;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
707045;ANÓNIMA;K;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;325700;10000;0;0
708120;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;841,77;800;0;0
708182;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;512,52;401;17272,86;0
708568;ANÓNIMA;C;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;12695,78;800;0;0
708659;ANÓNIMA;H;BALZAR;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
708973;ANÓNIMA;H;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;800;800;0;0
709159;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;6;10000;10000;13252,61;0
709643;ANÓNIMA;C;ELOY ALFARO (DURAN);MICROEMPRESA;SOCIETARIO;4;800;800;0;0
709671;ANÓNIMA;A;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;4;22568,19;1397,48;0;0
709895;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
710265;ANÓNIMA;H;POSORJA;MICROEMPRESA;SOCIETARIO;5;0;0;18070,26;0
710274;ANÓNIMA;H;BALZAR;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
710278;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;3931,17;3376,01;0;0
710451;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;1000;1000;0;0
710787;ANÓNIMA;J;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;0;0;0;0
710965;ANÓNIMA;R;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
711024;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;0;0;0;0
711124;ANÓNIMA;C;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
711128;ANÓNIMA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
711743;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
711836;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;800;800;0;0
712101;ANÓNIMA;H;DAULE;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
712113;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;800;800;0;0
712688;ANÓNIMA;A;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;3;3000;3000;0;0
713290;ANÓNIMA;L;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;23800;800;0;0
713370;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;6670,95;5000;0;0
713476;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;3;4000;3000;0;0
713722;ANÓNIMA;I;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
713762;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;8;9000;9000;0;0
714014;ANÓNIMA;H;SAMBORONDÓN;MICROEMPRESA;SOCIETARIO;3;10000;10000;0;0
714143;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;7;800;800;0;0
714210;ANÓNIMA;H;DAULE;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
714278;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
714749;ANÓNIMA;G;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;5;0;0;0;0
714766;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;800;800;0;0
714816;RESPONSABILIDAD LIMITADA;N;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;10000;10000;0;0
714850;ANÓNIMA;M;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;2;1000;1000;0;0
714929;ANÓNIMA;A;GUAYAQUIL;MICROEMPRESA;SOCIETARIO;4;800;800;0;0
